frameTime,loudness_sma,F0final_sma,F0finalLog_sma,voicingFinalUnclipped_sma,HarmonicsToNoiseRatioACFLogdB_sma
0.000000,2.754350e+00,1.571488e+02,3.017540e+01,8.398229e-01,5.949577e+00
0.010000,3.216663e+00,1.579792e+02,3.026641e+01,8.410012e-01,5.938169e+00
0.020000,3.552779e+00,1.588766e+02,3.036471e+01,8.347719e-01,5.093241e+00
0.030000,3.366795e+00,1.591846e+02,3.039836e+01,8.174629e-01,3.175786e+00
0.040000,2.978285e+00,1.591751e+02,3.039731e+01,7.617636e-01,1.889155e+00
0.050000,2.464629e+00,0,0,7.203205e-01,0
0.060000,2.028699e+00,0,0,6.911524e-01,0
0.070000,1.732253e+00,6.541723e+01,1.498014e+01,7.078617e-01,-5.323759e+00
0.080000,1.601735e+00,6.607550e+01,1.515935e+01,7.164834e-01,-5.541811e+00
0.090000,1.526024e+00,7.126138e+01,1.645009e+01,7.226823e-01,-5.748020e+00
0.100000,1.354383e+00,7.250854e+01,1.674142e+01,7.132490e-01,-6.478778e+00
0.110000,1.272710e+00,0,0,7.090408e-01,0
0.120000,1.338687e+00,0,0,0,0
0.130000,1.444417e+00,1.493588e+02,2.929528e+01,7.704961e-01,-1.090726e+00
0.140000,1.721320e+00,1.495897e+02,2.932201e+01,7.868791e-01,7.003790e-01
0.150000,2.151854e+00,1.500938e+02,2.938029e+01,8.181224e-01,3.786465e+00
0.160000,2.869355e+00,1.505529e+02,2.943313e+01,8.339689e-01,5.697296e+00
0.170000,3.543083e+00,1.511403e+02,2.950050e+01,8.416621e-01,6.424621e+00
0.180000,3.979413e+00,1.517709e+02,2.957260e+01,8.402596e-01,6.277341e+00
0.190000,4.070977e+00,1.524325e+02,2.964789e+01,8.354170e-01,6.059174e+00
0.200000,3.800626e+00,1.533758e+02,2.975448e+01,8.338181e-01,5.879654e+00
0.210000,3.500563e+00,1.546934e+02,2.990227e+01,8.387627e-01,6.310142e+00
0.220000,3.344718e+00,1.560601e+02,3.005477e+01,8.437352e-01,6.890133e+00
0.230000,3.470700e+00,1.570216e+02,3.016142e+01,8.456723e-01,7.352411e+00
0.240000,3.518901e+00,1.573511e+02,3.019779e+01,8.415082e-01,7.126350e+00
0.250000,3.380091e+00,1.569550e+02,3.015401e+01,8.331630e-01,6.239947e+00
0.260000,3.001262e+00,1.553966e+02,2.998015e+01,8.180028e-01,5.130375e+00
0.270000,2.463296e+00,1.537633e+02,2.979754e+01,8.039297e-01,3.962154e+00
0.280000,1.962713e+00,1.531057e+02,2.972412e+01,7.879787e-01,2.957844e+00
0.290000,1.668599e+00,1.558032e+02,3.002183e+01,7.828371e-01,2.828887e+00
0.300000,1.653586e+00,1.598576e+02,3.046491e+01,7.927129e-01,3.782163e+00
0.310000,1.818179e+00,1.635331e+02,3.086384e+01,8.150565e-01,5.096113e+00
0.320000,2.178483e+00,1.647254e+02,3.099069e+01,8.391593e-01,6.048288e+00
0.330000,2.816465e+00,1.642681e+02,3.094238e+01,8.514469e-01,6.421255e+00
0.340000,3.334877e+00,1.631941e+02,3.082864e+01,8.493338e-01,6.061457e+00
0.350000,3.720032e+00,1.617086e+02,3.067017e+01,8.155041e-01,4.451192e+00
0.360000,3.518986e+00,1.609744e+02,3.059175e+01,7.880437e-01,2.902639e+00
0.370000,2.971460e+00,1.607014e+02,3.056248e+01,7.806969e-01,2.526125e+00
