frameTime,loudness_sma,F0final_sma,F0finalLog_sma,voicingFinalUnclipped_sma,HarmonicsToNoiseRatioACFLogdB_sma
0.000000,1.163155e+00,2.127072e+02,3.536876e+01,7.484767e-01,-8.112552e-01
0.010000,1.187090e+00,2.264726e+02,3.644525e+01,7.698548e-01,6.037995e-01
0.020000,1.248434e+00,2.417607e+02,3.762937e+01,8.034372e-01,1.865386e+00
0.030000,1.357359e+00,2.434481e+02,3.775217e+01,8.364170e-01,2.571269e+00
0.040000,1.687877e+00,2.420302e+02,3.765010e+01,8.595331e-01,3.737495e+00
0.050000,2.493445e+00,2.384114e+02,3.739098e+01,8.767228e-01,5.311307e+00
0.060000,3.751642e+00,2.375423e+02,3.732805e+01,8.885198e-01,6.726437e+00
0.070000,5.021953e+00,2.385880e+02,3.740349e+01,8.931813e-01,6.686195e+00
0.080000,5.686463e+00,2.426139e+02,3.769107e+01,8.913348e-01,6.330778e+00
0.090000,5.754501e+00,2.477968e+02,3.805652e+01,8.839280e-01,5.213506e+00
0.100000,5.499685e+00,2.536161e+02,3.845922e+01,8.577085e-01,3.452024e+00
0.110000,5.423406e+00,2.628287e+02,3.906789e+01,8.508840e-01,2.308212e+00
0.120000,5.319818e+00,2.699462e+02,3.953478e+01,8.492425e-01,2.448460e+00
0.130000,5.299724e+00,2.723654e+02,3.969426e+01,8.607224e-01,3.458640e+00
0.140000,4.962655e+00,2.660206e+02,3.928203e+01,8.634306e-01,4.493181e+00
0.150000,4.861576e+00,2.595942e+02,3.886216e+01,8.731419e-01,5.774551e+00
0.160000,4.921920e+00,2.559276e+02,3.861870e+01,8.924680e-01,7.840927e+00
0.170000,5.339417e+00,2.555403e+02,3.859256e+01,8.988709e-01,8.876266e+00
0.180000,5.472286e+00,2.562793e+02,3.864242e+01,8.943359e-01,8.250152e+00
0.190000,5.280013e+00,2.579154e+02,3.875233e+01,8.797717e-01,6.614767e+00
0.200000,4.842887e+00,2.584184e+02,3.878627e+01,8.351061e-01,4.781454e+00
0.210000,4.263316e+00,2.518791e+02,3.832928e+01,7.893853e-01,1.370633e+00
0.220000,3.531570e+00,2.441969e+02,3.779403e+01,7.332177e-01,-1.712913e+00
0.230000,2.656014e+00,2.579181e+02,3.865010e+01,7.326934e-01,-3.484904e+00
0.240000,2.015072e+00,2.783389e+02,3.997162e+01,7.719108e-01,-2.542343e-01
0.250000,1.746727e+00,2.993344e+02,4.133101e+01,8.402268e-01,4.374180e+00
0.260000,1.960129e+00,3.000291e+02,4.137116e+01,8.895122e-01,9.165093e+00
0.270000,2.512417e+00,3.002284e+02,4.138267e+01,9.046822e-01,1.133868e+01
0.280000,3.061672e+00,2.991508e+02,4.132017e+01,9.066445e-01,1.177634e+01
0.290000,3.368147e+00,2.963524e+02,4.115674e+01,9.020379e-01,1.134443e+01
0.300000,3.320910e+00,2.921375e+02,4.090816e+01,8.946880e-01,1.076296e+01
0.310000,3.108127e+00,2.880780e+02,4.066644e+01,8.885076e-01,1.040403e+01
0.320000,2.695391e+00,2.846213e+02,4.045796e+01,8.834028e-01,1.016209e+01
0.330000,2.298175e+00,2.817811e+02,4.028421e+01,8.781390e-01,9.654780e+00
0.340000,1.974625e+00,2.786076e+02,4.008793e+01,8.673563e-01,8.491308e+00
0.350000,1.884599e+00,2.742621e+02,3.981468e+01,8.437057e-01,6.129826e+00
0.360000,1.811604e+00,2.693531e+02,3.950145e+01,8.011637e-01,3.145859e+00
0.370000,1.739270e+00,2.597995e+02,3.886676e+01,7.754185e-01,1.136678e+00
0.380000,1.655206e+00,2.478040e+02,3.803749e+01,7.607059e-01,4.678527e-01
0.390000,1.552050e+00,2.349148e+02,3.712366e+01,7.476897e-01,3.373827e-01
0.400000,1.377016e+00,2.358096e+02,3.718616e+01,7.358454e-01,5.376706e-01
0.410000,1.156937e+00,2.417124e+02,3.760912e+01,7.194090e-01,1.025447e+00
0.420000,9.489534e-01,2.517518e+02,3.833300e+01,7.400410e-01,2.166901e+00
0.430000,8.617579e-01,2.556700e+02,3.859897e+01,7.687571e-01,3.821018e+00
0.440000,8.687096e-01,2.592375e+02,3.884033e+01,8.116440e-01,6.558270e+00
0.450000,9.123546e-01,2.614234e+02,3.898659e+01,8.355107e-01,8.595562e+00
0.460000,9.398717e-01,2.631411e+02,3.909944e+01,8.194411e-01,7.521011e+00
0.470000,9.601514e-01,2.729845e+02,3.971737e+01,8.237286e-01,4.926522e+00
0.480000,1.401153e+00,2.850229e+02,4.046249e+01,8.329051e-01,3.600248e+00
0.490000,2.133720e+00,2.987140e+02,4.129079e+01,8.645318e-01,4.187386e+00
0.500000,3.018303e+00,3.100233e+02,4.192759e+01,8.541982e-01,4.538624e+00
0.510000,3.638306e+00,3.246604e+02,4.272046e+01,8.550592e-01,4.615965e+00
0.520000,3.851836e+00,3.391578e+02,4.348460e+01,8.540224e-01,5.413815e+00
0.530000,3.973138e+00,3.518366e+02,4.412379e+01,8.616765e-01,6.162514e+00
0.540000,4.054273e+00,3.619222e+02,4.461292e+01,8.452191e-01,6.211479e+00
0.550000,4.131735e+00,3.796740e+02,4.542879e+01,8.522263e-01,6.745609e+00
0.560000,3.919984e+00,3.945575e+02,4.609864e+01,8.676348e-01,8.101739e+00
0.570000,3.605726e+00,4.063614e+02,4.662296e+01,8.795765e-01,9.432934e+00
0.580000,3.332595e+00,4.148534e+02,4.697590e+01,8.840243e-01,1.033045e+01
0.590000,2.972378e+00,4.217218e+02,4.726062e+01,8.857418e-01,1.151970e+01
0.600000,2.621116e+00,4.256457e+02,4.742487e+01,8.964120e-01,1.299669e+01
0.610000,2.271775e+00,4.183259e+02,4.712195e+01,8.898106e-01,1.354775e+01
0.620000,2.126498e+00,4.075062e+02,4.666684e+01,8.742655e-01,1.252917e+01
0.630000,2.025608e+00,3.899684e+02,4.589349e+01,8.548142e-01,1.100271e+01
0.640000,1.995691e+00,3.726898e+02,4.510826e+01,8.401660e-01,8.704386e+00
0.650000,2.157737e+00,3.569164e+02,4.437300e+01,8.067111e-01,6.053060e+00
0.660000,2.171349e+00,3.429696e+02,4.367426e+01,7.763389e-01,3.477155e+00
0.670000,2.216660e+00,2.612798e+02,3.693156e+01,7.532030e-01,2.026623e-01
0.680000,2.021677e+00,1.795548e+02,2.990572e+01,7.499229e-01,-2.420893e+00
0.690000,1.880945e+00,1.067571e+02,2.347487e+01,7.353778e-01,-6.614629e+00
0.700000,1.639542e+00,9.768823e+01,2.184456e+01,7.123953e-01,-1.045340e+01
0.710000,1.365546e+00,9.145804e+01,2.068993e+01,7.247627e-01,-9.257619e+00
0.720000,1.112440e+00,8.400469e+01,1.933218e+01,7.481141e-01,-5.898418e+00
0.730000,8.962975e-01,8.410995e+01,1.935401e+01,7.645237e-01,-1.516584e+00
0.740000,7.681911e-01,8.306680e+01,1.913592e+01,7.468420e-01,-1.796061e+00
0.750000,6.261892e-01,8.190728e+01,1.889272e+01,7.425908e-01,-2.730294e+00
0.760000,5.404480e-01,8.069958e+01,1.863721e+01,7.327893e-01,-3.114430e+00
0.770000,4.999042e-01,8.728903e+01,1.989390e+01,7.247193e-01,-3.039993e+00
0.780000,4.556715e-01,9.396636e+01,2.117179e+01,7.141054e-01,-3.149084e+00
0.790000,4.148961e-01,1.009336e+02,2.251082e+01,7.042417e-01,-3.008822e+00
0.800000,3.968117e-01,0,0,6.892501e-01,0
0.810000,3.873212e-01,0,0,6.849201e-01,0
0.820000,3.820885e-01,0,0,7.070367e-01,0
0.830000,3.786798e-01,0,0,7.066428e-01,0
0.840000,3.935292e-01,0,0,7.493688e-01,0
0.850000,3.998796e-01,2.350837e+02,3.714803e+01,7.871103e-01,6.921192e+00
0.860000,4.092581e-01,2.346697e+02,3.711747e+01,8.633957e-01,8.194265e+00
0.870000,6.647941e-01,2.338768e+02,3.705886e+01,8.842965e-01,1.039024e+01
0.880000,1.165798e+00,2.329384e+02,3.698924e+01,8.946107e-01,1.165802e+01
0.890000,1.873657e+00,2.318749e+02,3.690997e+01,8.998360e-01,1.207901e+01
0.900000,2.427436e+00,2.303136e+02,3.679278e+01,8.991730e-01,1.147521e+01
0.910000,2.789060e+00,2.272014e+02,3.655571e+01,8.929388e-01,9.971408e+00
0.920000,2.914807e+00,2.231574e+02,3.624390e+01,8.864596e-01,8.449273e+00
0.930000,2.980716e+00,2.192332e+02,3.593839e+01,8.763621e-01,7.016253e+00
0.940000,3.045762e+00,2.157715e+02,3.566272e+01,8.523428e-01,5.603878e+00
0.950000,2.886764e+00,2.090151e+02,3.510097e+01,8.253894e-01,3.702578e+00
0.960000,2.542496e+00,2.002022e+02,3.434953e+01,7.924891e-01,1.886282e+00
0.970000,2.061254e+00,1.927907e+02,3.371095e+01,7.712204e-01,2.569598e-01
0.980000,1.907520e+00,1.904799e+02,3.350554e+01,7.422636e-01,-1.251133e+00
0.990000,1.866628e+00,1.965435e+02,3.403288e+01,7.385082e-01,-1.577085e+00
1.000000,1.968298e+00,2.092648e+02,3.508908e+01,7.564085e-01,-1.116750e+00
1.010000,1.993963e+00,2.298346e+02,3.670237e+01,7.748527e-01,6.938919e-01
1.020000,2.145302e+00,2.483010e+02,3.806331e+01,7.992997e-01,2.366550e+00
1.030000,2.403473e+00,2.615858e+02,3.899230e+01,8.307540e-01,4.781218e+00
1.040000,2.930184e+00,2.663164e+02,3.930722e+01,8.754414e-01,6.623249e+00
1.050000,3.786725e+00,2.656228e+02,3.926150e+01,8.958864e-01,7.375996e+00
1.060000,4.715985e+00,2.620049e+02,3.902296e+01,8.957190e-01,6.756490e+00
1.070000,5.381322e+00,2.575000e+02,3.872345e+01,8.897653e-01,5.528323e+00
1.080000,5.497839e+00,2.519552e+02,3.834435e+01,8.849128e-01,4.508749e+00
1.090000,5.387489e+00,2.458926e+02,3.792109e+01,8.788652e-01,4.158373e+00
1.100000,5.115101e+00,2.398004e+02,3.748963e+01,8.656992e-01,3.885118e+00
1.110000,4.726665e+00,2.359726e+02,3.721259e+01,8.481709e-01,2.842689e+00
1.120000,3.882721e+00,2.350267e+02,3.714365e+01,7.991605e-01,1.816573e-01
1.130000,2.801064e+00,2.360439e+02,3.721797e+01,7.681470e-01,-1.850180e+00
1.140000,1.848808e+00,2.381323e+02,3.737077e+01,7.565178e-01,-2.690828e+00
1.150000,1.338397e+00,2.395778e+02,3.747578e+01,7.612820e-01,-2.807456e+00
1.160000,1.210607e+00,2.443859e+02,3.781467e+01,7.461917e-01,-3.347617e+00
1.170000,1.114065e+00,2.466968e+02,3.797734e+01,7.136094e-01,-3.950391e+00
1.180000,1.015423e+00,0,0,6.825436e-01,0
1.190000,9.142578e-01,0,0,6.437061e-01,0
1.200000,1.045495e+00,0,0,6.327131e-01,0
1.210000,1.280728e+00,0,0,6.478865e-01,0
1.220000,1.518566e+00,0,0,6.796077e-01,0
1.230000,1.623852e+00,0,0,6.912811e-01,0
1.240000,1.570637e+00,0,0,0,0
1.250000,1.503175e+00,0,0,0,0
1.260000,1.384165e+00,0,0,0,0
1.270000,1.320576e+00,0,0,0,0
1.280000,1.270202e+00,0,0,0,0
1.290000,1.274518e+00,0,0,0,0
1.300000,1.296351e+00,0,0,0,0
1.310000,1.316222e+00,0,0,7.423003e-01,0
1.320000,1.291726e+00,2.777291e+02,4.003342e+01,7.824127e-01,2.731697e+00
1.330000,1.339795e+00,2.757650e+02,3.990990e+01,8.455071e-01,3.909260e+00
1.340000,1.966472e+00,2.719756e+02,3.967087e+01,8.517926e-01,5.705175e+00
1.350000,2.702422e+00,2.683786e+02,3.944009e+01,8.286734e-01,6.159870e+00
1.360000,3.145267e+00,2.597405e+02,3.886195e+01,8.169788e-01,5.819927e+00
1.370000,2.735054e+00,2.512722e+02,3.828905e+01,8.173225e-01,5.913421e+00
1.380000,2.247719e+00,2.432574e+02,3.773903e+01,8.387530e-01,7.454609e+00
1.390000,1.917437e+00,2.408467e+02,3.756677e+01,8.561411e-01,9.677057e+00
1.400000,1.860185e+00,2.388913e+02,3.742599e+01,8.674722e-01,1.138304e+01
1.410000,1.808998e+00,2.375198e+02,3.732639e+01,8.721960e-01,1.236429e+01
1.420000,1.770051e+00,2.361577e+02,3.722673e+01,8.699744e-01,1.259603e+01
1.430000,1.679437e+00,2.351138e+02,3.715015e+01,8.572140e-01,1.137088e+01
1.440000,1.480567e+00,2.350624e+02,3.714639e+01,8.318543e-01,7.790428e+00
1.450000,1.328592e+00,2.437771e+02,3.775611e+01,8.175370e-01,5.083906e+00
1.460000,1.776074e+00,2.530207e+02,3.840132e+01,8.225374e-01,4.765774e+00
1.470000,2.544529e+00,2.617718e+02,3.900960e+01,8.381659e-01,6.280335e+00
1.480000,3.209131e+00,2.623131e+02,3.904544e+01,8.144138e-01,5.572281e+00
1.490000,3.115152e+00,2.523525e+02,3.834702e+01,7.936621e-01,3.288969e+00
1.500000,2.488203e+00,2.409841e+02,3.754361e+01,7.780883e-01,2.736477e+00
1.510000,1.884083e+00,2.297238e+02,3.674823e+01,7.942319e-01,3.555695e+00
1.520000,1.481411e+00,2.321773e+02,3.692827e+01,7.991152e-01,4.317412e+00
1.530000,1.452189e+00,2.443489e+02,3.778442e+01,8.191110e-01,5.031965e+00
1.540000,1.735296e+00,2.562617e+02,3.862270e+01,8.457980e-01,6.297720e+00
1.550000,2.365586e+00,2.641916e+02,3.916893e+01,8.704018e-01,7.341256e+00
1.560000,2.997615e+00,2.625501e+02,3.906061e+01,8.738664e-01,6.891622e+00
1.570000,3.436251e+00,2.599828e+02,3.888997e+01,8.719275e-01,6.472568e+00
1.580000,3.520845e+00,2.574010e+02,3.871774e+01,8.740186e-01,7.707407e+00
1.590000,3.521570e+00,2.557305e+02,3.860538e+01,8.796813e-01,9.503682e+00
1.600000,3.458387e+00,2.548249e+02,3.854396e+01,8.823102e-01,1.053922e+01
1.610000,3.358561e+00,2.539037e+02,3.848124e+01,8.796771e-01,1.032897e+01
1.620000,3.247544e+00,2.529857e+02,3.841855e+01,8.739306e-01,9.396777e+00
1.630000,3.085929e+00,2.507267e+02,3.826244e+01,8.487602e-01,7.545414e+00
1.640000,2.831735e+00,2.440418e+02,3.778566e+01,8.253605e-01,5.450534e+00
