frameTime,loudness_sma,F0final_sma,F0finalLog_sma,voicingFinalUnclipped_sma,HarmonicsToNoiseRatioACFLogdB_sma
0.000000,1.535568e+00,0,0,6.875768e-01,0
0.010000,1.465933e+00,7.318324e+01,1.694492e+01,7.119229e-01,-3.095493e+00
0.020000,1.328223e+00,7.361318e+01,1.704576e+01,7.362437e-01,-2.909420e+00
0.030000,1.216918e+00,9.967973e+01,2.124817e+01,7.507110e-01,-1.675570e+00
0.040000,1.159104e+00,1.258342e+02,2.544476e+01,7.738885e-01,4.752703e-01
0.050000,1.189287e+00,1.520958e+02,2.960944e+01,8.008603e-01,3.280564e+00
0.060000,1.277956e+00,1.531403e+02,2.972782e+01,8.262215e-01,5.715410e+00
0.070000,1.338368e+00,1.543374e+02,2.986273e+01,8.371894e-01,6.922891e+00
0.080000,1.392473e+00,1.553341e+02,2.997422e+01,8.458350e-01,7.595280e+00
0.090000,1.427216e+00,1.562027e+02,3.007086e+01,8.505253e-01,7.842668e+00
0.100000,1.508410e+00,1.570656e+02,3.016617e+01,8.531658e-01,7.792458e+00
0.110000,1.587289e+00,1.580363e+02,3.027274e+01,8.548535e-01,7.759636e+00
0.120000,1.648196e+00,1.590675e+02,3.038539e+01,8.544104e-01,7.853239e+00
0.130000,1.646362e+00,1.599033e+02,3.047624e+01,8.551500e-01,8.071880e+00
0.140000,1.655629e+00,1.602425e+02,3.051302e+01,8.529180e-01,8.183791e+00
0.150000,1.640978e+00,1.599087e+02,3.047680e+01,8.495893e-01,8.062049e+00
0.160000,1.648431e+00,1.587929e+02,3.035519e+01,8.467347e-01,7.661673e+00
0.170000,1.602538e+00,1.572203e+02,3.018266e+01,8.456528e-01,7.187847e+00
0.180000,1.577502e+00,1.553505e+02,2.997542e+01,8.441383e-01,6.179862e+00
0.190000,1.543963e+00,1.526942e+02,2.967518e+01,8.384748e-01,5.069806e+00
0.200000,1.533462e+00,1.495329e+02,2.931193e+01,8.313643e-01,3.889425e+00
0.210000,1.527466e+00,1.458690e+02,2.888289e+01,8.264637e-01,3.133748e+00
0.220000,1.496649e+00,1.424678e+02,2.847414e+01,8.187668e-01,2.940678e+00
0.230000,1.451280e+00,1.392489e+02,2.807917e+01,8.151436e-01,2.935247e+00
0.240000,1.373963e+00,1.364375e+02,2.772688e+01,8.139863e-01,3.511984e+00
0.250000,1.352934e+00,1.341527e+02,2.743507e+01,8.216302e-01,3.908675e+00
0.260000,1.395756e+00,1.319075e+02,2.714266e+01,8.286760e-01,4.217948e+00
0.270000,1.469075e+00,1.297840e+02,2.686154e+01,8.334038e-01,4.196603e+00
0.280000,1.523245e+00,1.274812e+02,2.655170e+01,8.343560e-01,4.267928e+00
0.290000,1.510774e+00,1.253510e+02,2.625985e+01,8.335841e-01,4.472586e+00
0.300000,1.458451e+00,1.234102e+02,2.599036e+01,8.321391e-01,4.732544e+00
0.310000,1.383458e+00,1.219510e+02,2.578504e+01,8.341945e-01,5.114513e+00
0.320000,1.306400e+00,1.207693e+02,2.561655e+01,8.316004e-01,5.085419e+00
0.330000,1.212908e+00,1.195857e+02,2.544580e+01,8.282905e-01,4.725478e+00
0.340000,1.139791e+00,1.183127e+02,2.526052e+01,8.235548e-01,4.016461e+00
0.350000,1.100074e+00,1.175072e+02,2.514278e+01,8.246217e-01,3.714973e+00
0.360000,1.089522e+00,1.174924e+02,2.514060e+01,8.247231e-01,3.841088e+00
0.370000,1.070808e+00,1.182848e+02,2.525663e+01,8.245537e-01,4.377785e+00
0.380000,1.024504e+00,1.194948e+02,2.543261e+01,8.204851e-01,4.992805e+00
0.390000,9.789438e-01,1.211579e+02,2.567120e+01,8.161793e-01,5.041624e+00
0.400000,9.375379e-01,1.240259e+02,2.607266e+01,8.137088e-01,4.589935e+00
0.410000,9.474115e-01,1.277557e+02,2.658363e+01,8.157852e-01,3.945886e+00
0.420000,9.754375e-01,1.320769e+02,2.716104e+01,8.191457e-01,3.704731e+00
0.430000,1.034444e+00,1.373382e+02,2.783191e+01,8.200926e-01,3.270369e+00
0.440000,1.105349e+00,1.429700e+02,2.852671e+01,8.194545e-01,3.150668e+00
0.450000,1.189867e+00,1.491309e+02,2.926131e+01,8.169883e-01,2.911200e+00
0.460000,1.293683e+00,1.543337e+02,2.985592e+01,8.131583e-01,3.462913e+00
0.470000,1.390847e+00,1.589704e+02,3.037115e+01,8.152663e-01,3.956210e+00
0.480000,1.444832e+00,1.633601e+02,3.084280e+01,8.184375e-01,4.675058e+00
0.490000,1.444282e+00,1.651326e+02,3.103215e+01,8.230348e-01,4.681333e+00
0.500000,1.355482e+00,1.656367e+02,3.108549e+01,8.145347e-01,4.507336e+00
0.510000,1.155072e+00,1.649335e+02,3.101247e+01,7.979034e-01,3.728541e+00
