frameTime,loudness_sma,F0final_sma,F0finalLog_sma,voicingFinalUnclipped_sma,HarmonicsToNoiseRatioACFLogdB_sma
0.000000,3.596648e-01,0,0,7.360771e-01,0
0.010000,3.462155e-01,5.461125e+01,1.187711e+01,7.348329e-01,-8.587761e+00
0.020000,3.696210e-01,5.502613e+01,1.200719e+01,7.389675e-01,-7.094553e+00
0.030000,4.127722e-01,6.421671e+01,1.437185e+01,7.416043e-01,-5.000102e+00
0.040000,4.600682e-01,7.379104e+01,1.680446e+01,7.348235e-01,-3.342335e+00
0.050000,4.258067e-01,8.256492e+01,1.903260e+01,7.241655e-01,-3.221155e+00
0.060000,3.726133e-01,7.683300e+01,1.767467e+01,7.200473e-01,-4.096323e+00
0.070000,3.309875e-01,6.985230e+01,1.600847e+01,7.215346e-01,-5.373823e+00
0.080000,3.227057e-01,6.318010e+01,1.439753e+01,7.283028e-01,-6.088837e+00
0.090000,3.090241e-01,6.886686e+01,1.574592e+01,7.383528e-01,-4.610695e+00
0.100000,2.901666e-01,7.532607e+01,1.730298e+01,7.534463e-01,-3.527150e+00
0.110000,2.786722e-01,8.089165e+01,1.867595e+01,7.595593e-01,-2.705660e+00
0.120000,2.655830e-01,7.412078e+01,1.703047e+01,7.482238e-01,-4.872150e+00
0.130000,2.514883e-01,6.810277e+01,1.559423e+01,7.459648e-01,-5.617527e+00
0.140000,2.410969e-01,6.340535e+01,1.445812e+01,7.355444e-01,-7.209759e+00
0.150000,2.338853e-01,6.250330e+01,1.419870e+01,7.403906e-01,-6.421622e+00
0.160000,2.299062e-01,6.057968e+01,1.365237e+01,7.223484e-01,-7.029323e+00
0.170000,2.360328e-01,6.478405e+01,1.467921e+01,7.186956e-01,-6.253408e+00
0.180000,2.331175e-01,7.134110e+01,1.634319e+01,7.072983e-01,-7.154701e+00
0.190000,2.307679e-01,7.795335e+01,1.803768e+01,7.094208e-01,-7.381350e+00
0.200000,2.222213e-01,0,0,0,0
0.210000,2.172864e-01,0,0,7.225546e-01,0
0.220000,2.190034e-01,0,0,0,0
0.230000,2.084931e-01,0,0,0,0
0.240000,1.987043e-01,0,0,7.180655e-01,0
0.250000,1.850526e-01,9.863110e+01,2.211096e+01,7.343903e-01,-6.474745e+00
0.260000,2.160523e-01,9.853265e+01,2.209378e+01,7.513005e-01,-5.097281e+00
0.270000,4.064251e-01,9.598026e+01,2.163057e+01,7.609560e-01,-2.937796e+00
0.280000,6.137458e-01,9.374923e+01,2.122228e+01,7.466402e-01,-3.169299e+00
0.290000,8.411867e-01,8.644952e+01,1.976848e+01,7.428872e-01,-3.279313e+00
