frameTime,loudness_sma,F0final_sma,F0finalLog_sma,voicingFinalUnclipped_sma,HarmonicsToNoiseRatioACFLogdB_sma
0.000000,1.398574e+00,0,0,5.577422e-01,0
0.010000,1.408802e+00,0,0,5.525539e-01,0
0.020000,1.449460e+00,0,0,5.489185e-01,0
0.030000,1.591037e+00,0,0,5.545895e-01,0
0.040000,1.659408e+00,0,0,5.607356e-01,0
0.050000,1.696916e+00,0,0,5.745458e-01,0
0.060000,1.609176e+00,0,0,5.955222e-01,0
0.070000,1.533621e+00,0,0,6.125576e-01,0
0.080000,1.504154e+00,0,0,6.181743e-01,0
0.090000,1.468022e+00,0,0,6.165714e-01,0
0.100000,1.440195e+00,0,0,6.107101e-01,0
0.110000,1.334011e+00,0,0,5.957224e-01,0
0.120000,1.214111e+00,0,0,5.931774e-01,0
0.130000,1.122707e+00,0,0,6.113603e-01,0
0.140000,1.035362e+00,0,0,6.564872e-01,0
0.150000,9.753702e-01,6.489449e+01,1.486397e+01,6.898994e-01,-6.165467e+00
0.160000,8.836414e-01,6.339032e+01,1.444806e+01,7.047402e-01,-6.795181e+00
0.170000,7.662923e-01,6.262610e+01,1.423687e+01,6.954210e-01,-7.454146e+00
0.180000,6.365802e-01,0,0,6.721860e-01,0
0.190000,5.109866e-01,0,0,6.464877e-01,0
0.200000,5.733175e-01,0,0,6.161863e-01,0
0.210000,5.847794e-01,0,0,6.060953e-01,0
0.220000,7.899567e-01,0,0,0,0
0.230000,1.004430e+00,0,0,0,0
0.240000,1.212418e+00,0,0,6.864325e-01,0
0.250000,1.278133e+00,1.059512e+02,2.335075e+01,7.157247e-01,8.784075e-01
0.260000,1.270292e+00,1.058741e+02,2.333813e+01,7.673061e-01,1.525999e+00
0.270000,1.438096e+00,1.051817e+02,2.322382e+01,7.833320e-01,2.545287e+00
0.280000,1.599968e+00,1.031602e+02,2.288386e+01,7.846460e-01,2.876151e+00
0.290000,1.605688e+00,9.863128e+01,2.209003e+01,7.756286e-01,2.832409e+00
0.300000,1.508112e+00,9.457327e+01,2.137029e+01,7.651787e-01,2.431811e+00
0.310000,1.396756e+00,9.218188e+01,2.094040e+01,7.656129e-01,2.263751e+00
0.320000,1.395481e+00,9.257830e+01,2.101442e+01,7.739272e-01,2.287812e+00
0.330000,1.459468e+00,9.283017e+01,2.106180e+01,7.821928e-01,2.574934e+00
0.340000,1.541855e+00,9.072272e+01,2.065445e+01,7.761566e-01,2.622744e+00
0.350000,1.625878e+00,8.830029e+01,2.018660e+01,7.678501e-01,2.490946e+00
0.360000,1.732671e+00,8.549545e+01,1.963561e+01,7.603901e-01,1.894763e+00
0.370000,1.880280e+00,8.434245e+01,1.939994e+01,7.673036e-01,1.754212e+00
0.380000,2.010876e+00,8.316697e+01,1.915848e+01,7.741987e-01,1.738688e+00
0.390000,2.027320e+00,8.311973e+01,1.914874e+01,7.771366e-01,1.994536e+00
0.400000,1.962335e+00,8.357149e+01,1.924222e+01,7.714849e-01,1.752197e+00
0.410000,1.898523e+00,8.435491e+01,1.940427e+01,7.710404e-01,1.629022e+00
0.420000,1.884643e+00,8.509686e+01,1.955546e+01,7.779691e-01,2.025415e+00
0.430000,1.881433e+00,8.572536e+01,1.968306e+01,7.832046e-01,2.288592e+00
0.440000,1.829509e+00,8.602338e+01,1.974352e+01,7.787431e-01,1.907267e+00
0.450000,1.755543e+00,8.193848e+01,1.885721e+01,7.655697e-01,8.052645e-01
0.460000,1.523225e+00,7.653928e+01,1.765644e+01,7.596275e-01,2.825763e-01
0.470000,1.251520e+00,7.339429e+01,1.698394e+01,7.567392e-01,-1.224233e-01
0.480000,1.040147e+00,7.365137e+01,1.704392e+01,7.562883e-01,4.555547e-02
0.490000,9.607694e-01,8.167880e+01,1.874966e+01,7.420610e-01,-1.043751e+00
0.500000,1.009697e+00,8.939539e+01,2.027813e+01,7.489910e-01,-6.017622e-01
0.510000,1.083121e+00,9.743481e+01,2.189487e+01,7.620022e-01,-4.769401e-02
0.520000,1.285903e+00,9.866494e+01,2.211684e+01,7.787091e-01,1.178625e+00
