frameTime,loudness_sma,F0final_sma,F0finalLog_sma,voicingFinalUnclipped_sma,HarmonicsToNoiseRatioACFLogdB_sma
0.000000,3.570276e+00,0,0,6.911065e-01,0
0.010000,3.429408e+00,2.841016e+02,4.042142e+01,6.984035e-01,-1.012413e+01
0.020000,3.375058e+00,2.630256e+02,3.897049e+01,7.054451e-01,-8.016368e+00
0.030000,3.501344e+00,2.383628e+02,3.727887e+01,7.152106e-01,-6.694779e+00
0.040000,3.654477e+00,2.186409e+02,3.589226e+01,7.273045e-01,-3.834669e+00
0.050000,3.695472e+00,2.175246e+02,3.580408e+01,7.214212e-01,-3.851584e+00
0.060000,3.552866e+00,0,0,6.968446e-01,0
0.070000,3.456661e+00,0,0,6.716557e-01,0
0.080000,3.337046e+00,0,0,6.745479e-01,0
0.090000,3.240653e+00,0,0,6.833720e-01,0
0.100000,3.088228e+00,0,0,6.948103e-01,0
0.110000,3.102596e+00,0,0,6.947077e-01,0
0.120000,3.217323e+00,0,0,7.034318e-01,0
0.130000,3.423460e+00,2.115382e+02,3.532060e+01,7.197309e-01,-4.337767e+00
0.140000,3.463170e+00,2.106675e+02,3.524902e+01,7.315778e-01,-4.240756e+00
0.150000,3.421925e+00,2.211354e+02,3.604291e+01,7.435141e-01,-2.828480e+00
0.160000,3.418941e+00,2.355364e+02,3.712185e+01,7.267628e-01,-2.807639e+00
0.170000,3.432591e+00,2.431116e+02,3.771771e+01,7.224610e-01,-4.057813e+00
0.180000,3.386671e+00,2.386516e+02,3.739271e+01,7.067214e-01,-5.885237e+00
0.190000,3.400808e+00,2.294097e+02,3.672387e+01,7.157626e-01,-8.315369e+00
0.200000,3.425123e+00,2.292008e+02,3.670824e+01,7.100627e-01,-8.037135e+00
0.210000,3.554871e+00,2.303969e+02,3.679721e+01,7.288229e-01,-7.292774e+00
0.220000,3.485273e+00,2.336492e+02,3.704152e+01,7.288987e-01,-5.308698e+00
0.230000,3.410436e+00,2.254543e+02,3.639222e+01,7.227676e-01,-5.587278e+00
0.240000,3.223615e+00,2.160916e+02,3.565611e+01,7.197263e-01,-6.042259e+00
0.250000,3.173891e+00,2.064681e+02,3.490097e+01,7.116478e-01,-7.616987e+00
0.260000,3.280499e+00,2.017447e+02,3.449062e+01,7.195924e-01,-7.797192e+00
0.270000,3.493616e+00,1.973692e+02,3.411153e+01,7.163441e-01,-7.316218e+00
0.280000,3.606072e+00,1.932464e+02,3.375512e+01,7.205148e-01,-5.777697e+00
0.290000,3.781520e+00,1.939880e+02,3.382151e+01,7.208844e-01,-6.262901e+00
0.300000,3.889564e+00,1.943182e+02,3.385100e+01,7.111996e-01,-7.354370e+00
0.310000,4.010815e+00,0,0,7.056131e-01,0
0.320000,4.070323e+00,0,0,7.021453e-01,0
0.330000,4.147740e+00,0,0,7.094933e-01,0
0.340000,4.205453e+00,2.199051e+02,3.599244e+01,7.240761e-01,-4.412847e+00
0.350000,4.156068e+00,2.078317e+02,3.495388e+01,7.267957e-01,-3.861765e+00
0.360000,4.091985e+00,1.958785e+02,3.392308e+01,7.245688e-01,-3.399617e+00
0.370000,4.035141e+00,1.833210e+02,3.284239e+01,7.174878e-01,-3.514047e+00
0.380000,3.970249e+00,1.792895e+02,3.244934e+01,7.234996e-01,-4.267356e+00
0.390000,3.854943e+00,1.947157e+02,3.374809e+01,7.226022e-01,-4.287818e+00
0.400000,3.642992e+00,1.761116e+02,3.164745e+01,7.174354e-01,-4.365295e+00
0.410000,3.517775e+00,1.613235e+02,2.992115e+01,7.079185e-01,-4.963488e+00
0.420000,3.380325e+00,1.333612e+02,2.729771e+01,7.008834e-01,-6.470599e+00
0.430000,3.336442e+00,1.391834e+02,2.804075e+01,6.992133e-01,-6.918156e+00
0.440000,3.137016e+00,1.294731e+02,2.654020e+01,7.048609e-01,-6.082109e+00
0.450000,3.014391e+00,1.135485e+02,2.424823e+01,7.047682e-01,-5.876325e+00
0.460000,2.829605e+00,9.803577e+01,2.200651e+01,6.983547e-01,-5.322476e+00
0.470000,2.676347e+00,0,0,6.780591e-01,0
0.480000,2.647205e+00,0,0,6.868765e-01,0
0.490000,2.733879e+00,2.165223e+02,3.572400e+01,7.106602e-01,-4.432600e+00
0.500000,2.960744e+00,2.160578e+02,3.568679e+01,7.303709e-01,-5.749042e+00
0.510000,3.123091e+00,2.153799e+02,3.563255e+01,7.111915e-01,-6.240927e+00
0.520000,3.276053e+00,0,0,6.857791e-01,0
0.530000,3.274279e+00,0,0,6.946428e-01,0
0.540000,3.228162e+00,0,0,7.115922e-01,0
0.550000,3.278290e+00,0,0,7.165987e-01,0
0.560000,3.376940e+00,0,0,6.991737e-01,0
0.570000,3.520433e+00,0,0,6.865719e-01,0
0.580000,3.454466e+00,0,0,6.795626e-01,0
0.590000,3.410838e+00,0,0,6.760103e-01,0
0.600000,3.479484e+00,0,0,6.852217e-01,0
0.610000,3.591842e+00,0,0,6.968181e-01,0
0.620000,3.594100e+00,0,0,6.993721e-01,0
0.630000,3.317023e+00,0,0,6.874170e-01,0
0.640000,3.067097e+00,0,0,6.838338e-01,0
0.650000,2.901926e+00,0,0,6.971326e-01,0
0.660000,2.923090e+00,0,0,7.053329e-01,0
0.670000,3.042058e+00,0,0,7.176886e-01,0
0.680000,3.095149e+00,0,0,7.134692e-01,0
0.690000,3.013289e+00,0,0,6.961083e-01,0
0.700000,2.934525e+00,0,0,6.696891e-01,0
0.710000,2.768153e+00,0,0,6.584590e-01,0
0.720000,2.773256e+00,0,0,6.766415e-01,0
0.730000,2.679862e+00,3.309321e+02,4.306827e+01,7.050721e-01,-1.451656e+00
0.740000,2.851725e+00,3.321453e+02,4.313142e+01,7.391081e-01,-1.163203e+00
0.750000,2.856924e+00,3.338800e+02,4.322179e+01,7.526165e-01,-1.090987e+00
0.760000,3.081745e+00,3.167005e+02,4.224873e+01,7.540520e-01,-2.090231e+00
0.770000,3.057480e+00,2.990751e+02,4.125601e+01,7.438664e-01,-2.525459e+00
0.780000,3.125442e+00,3.428405e+02,4.316472e+01,7.439381e-01,-1.306170e+00
0.790000,3.087721e+00,4.034844e+02,4.604883e+01,7.361908e-01,-5.948045e-01
0.800000,3.102377e+00,4.259885e+02,4.728862e+01,7.319801e-01,2.037715e-01
0.810000,2.989375e+00,3.637880e+02,4.433842e+01,7.407193e-01,2.388671e-01
0.820000,2.784502e+00,3.026026e+02,4.142082e+01,7.611737e-01,1.089189e+00
0.830000,2.715845e+00,2.796707e+02,4.015466e+01,7.704151e-01,3.006773e-01
0.840000,2.623166e+00,2.804342e+02,4.020174e+01,7.579620e-01,-1.579127e+00
0.850000,2.556443e+00,2.811606e+02,4.024663e+01,7.292032e-01,-2.897883e+00
0.860000,2.387403e+00,0,0,7.075455e-01,0
0.870000,2.302182e+00,0,0,7.057629e-01,0
0.880000,2.149002e+00,0,0,7.375169e-01,0
0.890000,2.173240e+00,3.567536e+02,4.436909e+01,7.724840e-01,-1.293917e-01
0.900000,2.313119e+00,3.573090e+02,4.439598e+01,7.813168e-01,6.629007e-02
0.910000,2.573992e+00,3.592174e+02,4.448793e+01,7.753368e-01,5.179759e-01
0.920000,2.605542e+00,3.606907e+02,4.455893e+01,7.738509e-01,6.690229e-01
0.930000,2.617829e+00,3.643361e+02,4.473237e+01,7.841983e-01,4.185436e-01
0.940000,2.577688e+00,3.673115e+02,4.487288e+01,7.833493e-01,-3.319450e-01
0.950000,2.638466e+00,3.707726e+02,4.503630e+01,7.697268e-01,-1.436378e+00
0.960000,2.661020e+00,3.709980e+02,4.504686e+01,7.617862e-01,-2.346688e+00
0.970000,2.671016e+00,3.704977e+02,4.502347e+01,7.609501e-01,-2.672261e+00
0.980000,2.602189e+00,3.665506e+02,4.483673e+01,7.574318e-01,-2.726461e+00
0.990000,2.511495e+00,3.632644e+02,4.468089e+01,7.519031e-01,-2.236718e+00
1.000000,2.469419e+00,3.601062e+02,4.453102e+01,7.207937e-01,-1.900848e+00
1.010000,2.358260e+00,0,0,7.055961e-01,0
1.020000,2.230844e+00,1.283393e+02,2.666799e+01,6.958115e-01,-6.343903e+00
1.030000,1.999021e+00,1.247774e+02,2.616682e+01,6.949734e-01,-6.233553e+00
1.040000,1.864821e+00,1.214297e+02,2.568999e+01,6.988387e-01,-5.701410e+00
1.050000,1.714334e+00,1.171238e+02,2.508619e+01,6.938135e-01,-5.337051e+00
1.060000,1.593060e+00,0,0,7.036316e-01,0
1.070000,1.505813e+00,0,0,6.962822e-01,0
1.080000,1.460881e+00,0,0,6.805887e-01,0
1.090000,1.342515e+00,0,0,6.701913e-01,0
1.100000,1.252942e+00,0,0,6.603634e-01,0
1.110000,1.170970e+00,0,0,6.825784e-01,0
1.120000,1.116593e+00,0,0,6.959206e-01,0
1.130000,1.074839e+00,0,0,7.075010e-01,0
1.140000,1.070944e+00,0,0,7.022750e-01,0
1.150000,1.158064e+00,0,0,6.987697e-01,0
1.160000,1.243431e+00,0,0,7.068007e-01,0
1.170000,1.501850e+00,1.592161e+02,3.009162e+01,7.060882e-01,-1.062934e+01
1.180000,1.631066e+00,1.507680e+02,2.919447e+01,7.363146e-01,-7.430301e+00
1.190000,1.994582e+00,1.326704e+02,2.724130e+01,7.740108e-01,-4.488967e+00
1.200000,2.397716e+00,1.349150e+02,2.753417e+01,8.209329e-01,1.910169e+00
1.210000,3.109873e+00,1.362936e+02,2.770975e+01,8.389220e-01,3.171967e+00
1.220000,3.749869e+00,1.380767e+02,2.793434e+01,8.402321e-01,2.811665e+00
1.230000,4.226989e+00,1.405152e+02,2.823653e+01,8.367438e-01,1.925703e+00
1.240000,4.512875e+00,1.433157e+02,2.857756e+01,8.236455e-01,9.788761e-01
1.250000,4.624745e+00,1.458342e+02,2.888058e+01,8.095696e-01,2.481682e-01
1.260000,4.716568e+00,1.474865e+02,2.907669e+01,7.923858e-01,-3.435735e-01
1.270000,4.568435e+00,1.477261e+02,2.910495e+01,7.832766e-01,2.019153e-02
1.280000,3.921512e+00,1.475477e+02,2.908401e+01,7.760194e-01,5.512083e-01
1.290000,3.004727e+00,1.466289e+02,2.897577e+01,7.717096e-01,6.993654e-01
1.300000,2.275816e+00,1.469366e+02,2.901187e+01,7.603462e-01,-5.675029e-01
1.310000,1.992765e+00,1.468228e+02,2.899826e+01,7.180675e-01,-1.505101e+00
1.320000,1.988939e+00,0,0,6.763467e-01,0
1.330000,2.094228e+00,0,0,6.458725e-01,0
1.340000,2.191375e+00,0,0,6.468362e-01,0
1.350000,2.262196e+00,0,0,6.550565e-01,0
1.360000,2.216810e+00,0,0,6.633136e-01,0
1.370000,2.186206e+00,0,0,6.599834e-01,0
1.380000,2.081532e+00,0,0,6.863658e-01,0
1.390000,1.947483e+00,1.709178e+02,3.162897e+01,7.342222e-01,3.898098e-01
1.400000,1.885131e+00,1.719765e+02,3.173542e+01,8.055791e-01,2.452590e+00
1.410000,2.122777e+00,1.736370e+02,3.190261e+01,8.439824e-01,5.858034e+00
1.420000,2.809681e+00,1.742021e+02,3.195909e+01,8.592451e-01,7.259501e+00
1.430000,3.678738e+00,1.738527e+02,3.192424e+01,8.603986e-01,7.324811e+00
1.440000,4.220134e+00,1.729786e+02,3.183684e+01,8.569777e-01,6.778994e+00
1.450000,4.297898e+00,1.718580e+02,3.172430e+01,8.502380e-01,6.167492e+00
1.460000,4.094892e+00,1.703136e+02,3.156768e+01,8.435909e-01,5.757174e+00
1.470000,3.734042e+00,1.689103e+02,3.142452e+01,8.410359e-01,5.902140e+00
1.480000,3.178230e+00,1.677580e+02,3.130647e+01,8.397064e-01,6.282392e+00
1.490000,2.636112e+00,1.671134e+02,3.123982e+01,8.409336e-01,6.574636e+00
1.500000,2.322538e+00,1.662334e+02,3.114820e+01,8.399331e-01,6.782301e+00
1.510000,2.333417e+00,1.648918e+02,3.100763e+01,8.398826e-01,6.980450e+00
1.520000,2.264763e+00,1.635435e+02,3.086568e+01,8.361747e-01,6.358152e+00
1.530000,2.158255e+00,1.627758e+02,3.078456e+01,8.303819e-01,5.155416e+00
1.540000,2.168283e+00,1.624314e+02,3.074792e+01,8.253546e-01,4.043585e+00
1.550000,2.853864e+00,1.620560e+02,3.070776e+01,8.192470e-01,3.112972e+00
1.560000,3.586576e+00,1.599819e+02,3.048268e+01,8.030283e-01,2.247523e+00
1.570000,3.798578e+00,1.576552e+02,3.022883e+01,7.661288e-01,1.154778e+00
1.580000,2.929156e+00,1.545623e+02,2.988696e+01,7.329836e-01,1.285084e-01
1.590000,1.994580e+00,1.566174e+02,3.011001e+01,7.090415e-01,-4.969270e-01
1.600000,1.338727e+00,1.592831e+02,3.039993e+01,7.133567e-01,-6.371409e-01
1.610000,1.145650e+00,1.628436e+02,3.079177e+01,7.131311e-01,-1.106753e+00
1.620000,1.017483e+00,1.629584e+02,3.080398e+01,7.046258e-01,-1.256723e+00
1.630000,9.356686e-01,0,0,6.931929e-01,0
1.640000,1.052450e+00,0,0,7.024807e-01,0
1.650000,1.127597e+00,1.783452e+02,3.236597e+01,7.583625e-01,1.048321e+00
1.660000,1.248371e+00,1.785723e+02,3.238800e+01,8.106591e-01,2.425407e+00
1.670000,1.765641e+00,1.784563e+02,3.237669e+01,8.436491e-01,4.018501e+00
1.680000,2.930583e+00,1.762161e+02,3.215561e+01,8.278440e-01,2.931205e+00
1.690000,4.357734e+00,1.709715e+02,3.162475e+01,8.123156e-01,6.967871e-01
1.700000,5.264522e+00,1.650237e+02,3.101351e+01,8.136871e-01,2.092603e-01
1.710000,5.452134e+00,1.603748e+02,3.052577e+01,8.306505e-01,1.713212e+00
1.720000,5.413659e+00,1.582914e+02,3.030054e+01,8.418965e-01,3.480730e+00
1.730000,5.013340e+00,1.573472e+02,3.019726e+01,8.271530e-01,3.128709e+00
1.740000,4.375375e+00,1.572516e+02,3.018679e+01,7.878575e-01,7.744067e-01
1.750000,3.431376e+00,1.573564e+02,3.019830e+01,7.298910e-01,-7.278305e-01
1.760000,3.065636e+00,0,0,6.586898e-01,0
1.770000,2.975825e+00,0,0,6.456858e-01,0
1.780000,3.049455e+00,0,0,6.606782e-01,0
1.790000,2.924749e+00,0,0,6.911747e-01,0
1.800000,2.907363e+00,0,0,6.826003e-01,0
1.810000,2.975933e+00,0,0,6.557027e-01,0
1.820000,2.969350e+00,0,0,6.819291e-01,0
1.830000,2.890679e+00,1.730109e+02,3.184030e+01,7.345411e-01,-6.925917e-01
1.840000,2.728806e+00,1.726721e+02,3.180630e+01,8.028577e-01,5.917988e-01
1.850000,2.962790e+00,1.716281e+02,3.170097e+01,8.272972e-01,2.331704e+00
1.860000,3.373252e+00,1.686964e+02,3.139963e+01,8.195309e-01,2.209897e+00
1.870000,3.783124e+00,1.639343e+02,3.089921e+01,8.144903e-01,2.537605e+00
1.880000,3.517147e+00,1.593939e+02,3.041732e+01,8.173769e-01,4.365852e+00
1.890000,2.869746e+00,1.564933e+02,3.010284e+01,8.335049e-01,6.579268e+00
1.900000,2.340529e+00,1.552149e+02,2.996077e+01,8.405814e-01,7.792443e+00
1.910000,2.130677e+00,1.539670e+02,2.982097e+01,8.439822e-01,7.600757e+00
1.920000,2.123093e+00,1.525276e+02,2.965830e+01,8.437111e-01,7.135586e+00
1.930000,2.193689e+00,1.509499e+02,2.947800e+01,8.482872e-01,7.041418e+00
1.940000,2.235005e+00,1.493317e+02,2.929151e+01,8.506708e-01,7.234449e+00
1.950000,2.401637e+00,1.481028e+02,2.914892e+01,8.552847e-01,7.453331e+00
1.960000,2.519447e+00,1.477467e+02,2.910744e+01,8.588436e-01,6.963924e+00
1.970000,2.814850e+00,1.482267e+02,2.916338e+01,8.626872e-01,6.056391e+00
1.980000,3.140616e+00,1.490451e+02,2.925873e+01,8.631644e-01,5.271284e+00
1.990000,3.592872e+00,1.497086e+02,2.933579e+01,8.634515e-01,4.851783e+00
2.000000,4.060199e+00,1.501293e+02,2.938439e+01,8.631349e-01,4.906834e+00
2.010000,4.520554e+00,1.506290e+02,2.944185e+01,8.617477e-01,4.839857e+00
2.020000,4.795596e+00,1.511775e+02,2.950479e+01,8.573107e-01,4.441224e+00
2.030000,4.857312e+00,1.513558e+02,2.952526e+01,8.432454e-01,3.682045e+00
2.040000,4.445062e+00,1.511664e+02,2.950354e+01,8.355098e-01,3.817538e+00
2.050000,3.654121e+00,1.507442e+02,2.945516e+01,8.283980e-01,4.860545e+00
2.060000,2.676043e+00,1.503105e+02,2.940524e+01,8.291108e-01,5.735793e+00
2.070000,1.969691e+00,1.499103e+02,2.935909e+01,8.161660e-01,4.781858e+00
2.080000,1.636763e+00,1.498329e+02,2.935018e+01,7.909007e-01,1.302907e+00
